Description,Commenting,Ogling,Groping
saw girl teas catcal group boy,1,0,0
sister go market boy start whistl sister also block way sister abus lot happen afternoonit month,0,1,0
friend rob gang local boy return relat hous,0,0,0
group guy stare girl street light campus,0,1,0
friend mine abus comment upon guy not respond tri touch,0,0,1
feel veri insecur mehdipatnam bus stop saw young even elder men intent roam bus stop touch young girl,0,0,1
dure tihar festiv deusi bhailo group return home group girl teas us bad word,1,0,0
guy take friend auto kidnap sort girl rescu even,0,0,0
harass,1,0,0
catcal comment ogl touch night,1,1,1
veri bad experi,1,0,0
metro crowd amp hold two bag man tri touch genit,0,0,1
bus,1,0,1
comment masjid moth night,1,0,0
extrem dark road walk absolut alon must carri pepperspray hand walk even catch autorickshaw biker catcallwhistl relentless,0,0,0
physic abus restroom,1,1,1
stare,0,1,0
bus conductor rub bodi mine go around ticket,0,0,1
comment stalk,1,0,0
kurla station veri dim lit veri unsaf,0,0,0
friend spend time finish exam guy took pictur,0,0,0
took place mimirka station around night guy took advantag saw girl station tri snatch chain forc,0,0,0
mother go market,1,0,0
wear skirt board local train guy stuck hand skirt held bum froze held hand pull train crowd find perpetr,0,0,1
gang boy comment girl near platformit happen night,1,0,0
guy use follow everyday colleg till end road week till chang rout,0,0,0
someon pass remark quotyou look beautifulquot inappropri,1,0,0
stand outsid colleg boy stand opposit us talk among themselv saw us start stare us,0,1,0
follow home block pm harass whole way rude word though gone bur got front hous ran behind cream pull pant start masturb infront,1,0,0
afternoon time go visit aunt way group boy smoke pass start whistl comment colour bag pant scari make uncomfort,1,1,0
two male student nearbi recogn old school knew communic via gestur use univers gestur quotcal mequot quotsuckquot quick enter colleg away go colleg definit neighbor colleg,1,1,0
dure night comment upon unnecessarili,1,0,0
comment indec exposur,1,1,0
one day one girl come boudha mani boy boy harres girl,0,0,0
walk street pm return friend hous look auto man bike stop next first ignor follow stop next said quotchal mere sath pais dungaquot want sleep money felt dumbstruck angri yell drove away,0,0,0
travel bus man came behind felt peni push elbow stomach move forward,0,0,1
survey carri safec ( red dot foundat ) along safec audit street market mumbai,1,1,1
inappropri behavior even,0,0,0
return tution men start comment,1,0,0
use abus languag travel friend dure night hour abus subject friend,1,0,0
follow old man near market,0,0,0
touch grope railway,0,0,1
walk dure night hour peopl comment upon polic doe not care incid took place front,1,0,0
veri bad experi,1,1,0
almost everyday thing find place unsaf alway wid brother dad visit market go,1,0,0
face lewd sexual remark physic apper guy dash walk street not safe citi singl woman,1,0,0
one monday afternoon school sent mom farm collect cocoyam seed plantingbut reach harass boy ask datebut tring forc acceptfortun somebodi came recu,1,0,0
street boy came near sister pull half pant teas bad,1,0,1
guy commenitng,1,0,0
two person next door open window side neighbour loge side veiw,1,0,0
veget market guy tri take pictur scold back onc knew,0,0,0
unknown boy click photograph bus,0,0,0
man touch privat bodi part public bus,0,0,1
shop boy pass comment,1,0,0
friend inappropri touch man,0,0,1
guy tri grope crowd train,0,0,1
return hous way watch one girl wait bus huda citi center boy bike came girl near comment time bus come went bus,1,0,0
harass,1,0,1
boy teas sister way home,0,0,0
friend face situat pass road unknown boy whistl comment dressingssh genuin scare share feel due felt realli bad,0,0,0
walk road guy go bike start comment friend,1,0,0
go tuition two guy follow till tuition comment,1,0,0
comment dress girl wear stare continuouslyit happen afternoon,1,0,0
sometim safe sometim reason crowd onli happen almost everi second day,0,1,0
grope market even,0,0,1
school one drunk man public place touch breast press froze react think feel littl bad,0,0,1
friend open stare metro comment pass simpli becaus wear dress,1,1,0
grope,0,0,1
group men kept stare made veri uncomfort use differ rout avoid,0,1,0
middl age man nepal yatayat touch hand well tri touch privat part,0,0,1
guy irrita girl afternoon,1,0,0
boy alway sit wait pass start call one day told would catch imoregn methey said wast parent money go school,1,0,0
friend went dinner man came us start pass nasti comment friend,1,0,0
car man urin open ground near lyon maid compani acual not care whether look use middl finger send abuss messag,0,0,0
teacher beat pupil,0,0,0
stand line grope behindipu dwarka canteenafternoon pm,1,0,1
friend wait sector bus stand car stop guy ask us come made litchi comment,1,1,0
touch crowd place comment,0,0,1
gone fren place day teej lot peopl gather one person stare later start click pictur make video,0,0,0
someon pinch butt metro,0,0,1
neighbour defil year old girl defil neighbour leav bad hurt,0,0,0
friend mine sexual harass bus though seat bus vacant old guy sat near keep touch intent want creat scene get bus though stop,0,0,0
happen front saraswati nirman around pmme friend walk road two boy ride activa hit friend hip,0,0,1
yesterday go movi pvr saket saw creepi look guy follow usthey follow us place constant pass lewd commentsit not reach secur posit felt safe,0,0,0
student feel safe station face assault almost daili,0,1,0
nepal yatayatbus crorw n one woman besid stand thre back ane boy stnade n tri touch n woman sout n everri bus forc leav bus,0,0,1
incid happen sister wed boy kept click pictur confront told like told come privat place refus threaten tell everyon want run away scare not know went back home not get day happen near kali mata mandir,0,0,0
survey carri safec ( red dot foundat ) along safec audit street market mumbai,1,0,0
guy comment upon travel metro dure morn,1,0,0
night usual face,1,0,0
localit deal stare comment daili basi,1,1,0
filthi lewd comment pass happen dure even market place,1,0,0
man tri touch walk road,0,0,1
way colleg notic man click pictur station,0,0,0
ogl group men bus stop,0,1,0
man took pictur without consent,0,0,0
teacher beat pupil,0,0,0
misbehav,1,0,0
classmat ht std click pictur stand outsid class without permiss punish sir soon got know,0,0,0
ogl,0,1,0
guy comment follow insid metro station,1,0,0
happen come back schoolsom boy sit infront hostel follow wish even catcal whitl,0,0,0
guy make indec comment,1,1,0
foreign travel friend bus jhansi khajuraho stop friend went bathroom left alon minut bus driver came tri lift larg bag ask marri time thought strang said ( naiv ) grab breast much struggl bag shock realli respond feel could tell polici noon els seen incid,0,0,1
someon take pictur secret,0,0,0
one day travel bus saw group boy teas call catcal whistl sing girl,0,0,0
classmat girl hit pebbl teas,0,0,0
boy teas return friend home like,1,0,0
morn,0,0,0
rubbish messag came inbox dayi disturb,1,0,0
harass,0,0,0
went meet famous amp well known philanthropist offic also journalist big fan himh took offic guest room forc hug kiss veri nice jobi felt asham meet himi anyth noth n left place,0,0,1
realli bad,0,0,1
insid colleg premis mental harass,0,0,1
random guy start take pictur,0,0,0
not feel safe,0,1,0
someon grope behind,0,0,1
ogl take pictur,0,1,0
veri poor light areatherefor night becom veri difficult girl go hous,0,0,0
come back home colleg around walk lane man went past bike grab breasti scream drove away becaus dark could not notic bike registr number,0,0,1
incid took place th jan morninghead haridwar train train passeng comment girl blindthey ask person livesi dont know whi uncomfort girl,1,0,0
boy call girl vulgar languag realli bad facial express,1,0,1
guy follow,0,0,0
train man came behind start touch father hit,1,0,1
travel dilshad garden mv guy besid seat grabe thigh realli horrifyingi cri moment (,0,0,1
man snatch friend chain walk road,0,0,0
wait friend near dosa stall two guy whistl year old,1,0,0
feel unsaf travel even nearbi societi incid grope back public old guy want scream want cri (,0,0,1
stare make express bus stop touch,0,1,0
abus us railway station,1,0,0
dure even hour subject filthi face make boy,0,1,0
kakariya garden take pictur,1,0,0
incid took place eveningi go home market minut walkguy bike comment whistledit happen time shout right back never dare say anyth els,1,0,0
even comment upon,1,0,0
follow drinking/com,1,0,0
realli bad,1,0,0
friend abus one boy touch breast infront whole classth boy girl quarel boy threaten go disgrac publicso day everybodi class girl enter class boy hurri pull gown girl asham,0,0,1
return home errand middl age man probabl go home work pass brush past touch inappropriatelyi turn reprimand man rememb tri run away unnot verbal abus,0,0,1
usual travel public transport peopl tri touch,0,1,1
western visitor taj mahal august know exact mani photo taken mani count,0,1,0
know veri well citi buse rush h ( kondapursecunderabad ) men liter fall ladi want take bus swing chanc even conductor doe not stop come front till ladi seatspeopl around girl rais voic particular near hitech citi krishnanagar stop one rais voic activ,0,0,1
student area men whistl young girl,0,0,0
harass even,0,0,0
constant comment stare,1,1,0
boy start comment wait bus come,1,0,0
two boy take pictur friend metro station turn away,1,0,0
wait friendthi stranger click pictur,0,1,0
way market step onbi strander went call prostitutt push,1,0,0
man old enough stand near two girl busi talk stare girl cheapli discomfort,0,0,0
father law made sexual advanc toward go wednesday market ask kiss got home horrifi told mother law told need live not tell husband send parent,0,0,1
guy tri touch inappropri place,0,0,1
two boy ice cream activa not wear helmet scooti tri put ice cream mouth stalk till home,1,0,0
old man flash near metro station entranc,0,0,0
